TextTweet,Compound Score,Sentiments
Ka lecturer told me to include bodynote bodynote references,0.0,Netral
math test made me a numerical method,0.0,Netral
"guys, what's the GPA, just gt ptn, min, pts ipk",0.2732,Positif
"Give an example, metaphorical icon, image icon, diagram icon, what about semiotics, btw",0.0,Netral
paja puyeng complicated and meticulous for rill,0.0,Netral
"active, active, active, dizzy, falling down",0.6808,Positif
"guys, sorry no salty, the kid stays at home like that, goes to school until he goes to college, gets home, it's true that it's late at night now he's so dizzy that he likes cont",0.4782,Positif
"tips for teaching uas for brothers and sisters in the field of social and human resources, full analysis, the sender is sometimes confused about filling in the lecturers' sheets to the point",-0.3182,Negatif
pulkam otw good nutrition hehehe,0.4404,Positif
"Friends, please help pray so that the KSU Friday trial will go smoothly. The trial has been postponed, hopefully Friday will go smoothly",0.8834,Positif
"Hi, I'm ready to help fill out a thorough questionnaire on the sender's test assignment, not the criteria for respondents, the Jakarta campus student, Gen sender, dm, thank you.",0.7717,Positif
"Brothers and sisters, please help download the book, download it, thank you for helping",0.8271,Positif
"if you like doing it, try to like completing the task",0.6124,Positif
"list of web manufacturing businesses, thank you",0.3612,Positif
how can dapus be detected by turnitin?,0.0,Netral
"Hi, pkm conversion, pm me, ask",0.0,Netral
How,0.0,Netral
"brothers and sisters, tips on teaching tricks, how do you summarize the subject, it's easy to understand, thank you for the comments",0.5994,Positif
"Guys, test the sender's spray, spray it tomorrow, guys",0.0,Netral
know more rep dm thanks,0.4877,Positif
it's better to make a google sheet word thesis,0.4404,Positif
"make the initial cover of the teaching video, where to look, look for seconds, can't tell or not",0.0,Netral
tap dm send the link,0.0,Netral
"please fill out the questionnaire carefully, the sender needs respondents, the criteria are according to age, domicile, owned, owned, can invest in shares, mutual funds, bonds, etc. help rep sender cont",0.7717,Positif
"I'm being hosted by a child, its a task",0.0,Netral
friends what good advice,0.7184,Positif
"from paper, that means it's not a thesis",0.0,Netral
"so cultural references appear even if the thesis journal is not written, only internet people write what do you mean ok looking for data can use questionnaires etc. consumers but like basic references don't cont",0.5927,Positif
"opinion, there is a cultural thesis, the usual behavior of fangirls gathers Kipop PCs, just an example of no type, minimal thesis book, cont",-0.296,Negatif
"If you learn arduino, where are your thesis friends?",0.4767,Positif
help the sender fill in the questionnaire,0.4019,Positif
YT channel suggestions teach Mendeley,0.0,Netral
love to amaze my friend,0.8979,Positif
"please suggest a busy topic to discuss yesterday's sexual harassment talkshow, thanks",0.1779,Positif
"jogja recommends a cafe to take pictures, don't push it hehe",0.2263,Positif
"Guys, in the chapter on detailed object drawings, do you include the history of the business, vision, mission or not",0.25,Positif
general campus teach host,0.0,Netral
help sender pliss task,0.4019,Positif
use the service of filling out the thesis questionnaire,0.0,Netral
"sender suggesting laptop to quit accounting course, please explain more or less lay sender sm laptop, thank you",0.5859,Positif
"Friends, pdf books, don't really need them",0.4767,Positif
"Prayers, friends, tomorrow the Sempro Sempro will be brought forward by the lecturer's chest, discussing me, the country's agenda, I hope my Sempro tomorrow will be smooth, I hope the fight for Sempro and Semhas will go smoothly, Amiin",0.743,Positif
"it's like gin sender is afraid, thank you",0.6124,Positif
"Come on, you need careful respondents, drop the questionnaire here, so that you can help with the contents, forget to give the criteria, see, please help RT as well as help with a thorough spirit",0.8689,Positif
"Guys, it's difficult with anti-meticulous qualitative methods, by the way, students",-0.3612,Negatif
"Hello, do you know how to change the Windows password? Help forgot password",0.4019,Positif
"Guys, I'm looking for a complete journal thesis, looking for Google",0.0,Netral
"active moves stand out, passive ones are different from the high school era",0.5423,Positif
"Help like the YouTube task video, thanks",0.7964,Positif
"you can increase the skill of collaboration, just do it",0.3182,Positif
Many Indonesian lecturers want to be understood but understand that students are tired,-0.5719,Negatif
"Guys, help like, comment, upload videos, need a min viewer so that the diacc sender sends the YouTube link, comments, dm, thank you",0.7717,Positif
"Friends of physics, asking about web simulation practicum doppler effect Crocodile Physics Do you know access to download Crocodile Physics, how to struggle thanks",0.5719,Positif
"gently reminding the neighbors of the boarding house how noisy are the guys in the circle, confused about how to start, aka already dizzy doing thesis, getting dizzy because of the noise outside",-0.4215,Negatif
"Come on, drop it when you spray using a qualitative method",-0.2732,Negatif
"demotivation adds to the atmosphere of the boarding house, it's not easy to walk on campus, forcing work to be a bit huffft, let's go, let's go, how are you",-0.3412,Negatif
"guys, drink vitamins, drink sender brands, don't buy vitamins so you can be strong, live a way of life, awikwok sankyuu in advice",0.5106,Positif
"Can you get a disclaimer near boys from the engineering faculty, is it really dangerous to share",-0.2333,Negatif
tau solusi gmn tulis cannot add or update child,0.0,Netral
example of compiling data in the form of a paper Zahir thanks,0.4404,Positif
"Brothers and sisters, friends, I'm asking if the classic assumption test passes when the linear regression test is significant, what's the difference, how do you help, I'm really dizzy, thanks",0.8218,Positif
"guys, tips so that you like to read the news, don't want to add more information up to date, thank you",0.6177,Positif
"guess chomzah intend how to quote the citation from the article, thank you",0.3612,Positif
"Is there anyone who wants to help fill out my test assignment questionnaire if you can reply dm, thank you",0.6369,Positif
"Friends, I suggest English lessons, please, in the South Jakarta area, I want to speak, because now my students are taught using English, thank you",0.802,Positif
"sender presentation then my friend said gin, but the sound doesn't shake, huaa sender neng finally",0.4361,Positif
"friends, you need respondents to fill out the final assignment questionnaire, the criteria are male, female, age, if you are friends, the link is dm, thank you, barter, really",0.8271,Positif
"Guys, help fill out the questionnaire carefully, sender replay sender, send the link via DM, thank you very much",0.6908,Positif
campus holidays,0.3818,Positif
"Oh, how to get the dosbing across psychology study programs, get the dosbing of communication, that's the end of it",0.0,Netral
Stress friends,0.0772,Positif
Colle residents pray that the thesis acc dosbing register for trial quickly register for trial closed Sunday already hopeless I hope the thesis friends will go smoothly with mangat cont,0.6486,Positif
